2026-05-01T00:37:51.392Z | GET /api/admin/utilizadores?page=1&limit=10 | 46ms | 304
2026-05-01T00:37:51.407Z | GET /api/admin/utilizadores?page=1&limit=10 | 9ms | 304
2026-05-01T00:37:52.458Z | GET /api/admin/logs | 39ms | 200
2026-05-01T00:37:52.475Z | GET /api/admin/logs | 14ms | 304
2026-05-01T00:37:53.466Z | GET /api/admin/relatorios/receita?startDate=2026-04-01&endDate=2026-05-01&previousStartDate=2026-03-01&previousEndDate=2026-04-01&roomType=todos&paymentMethod=todos&groupBy=month&periodo=mes | 335ms | 500
2026-05-01T00:37:53.474Z | GET /api/admin/relatorios/receita?startDate=2026-04-01&endDate=2026-05-01&previousStartDate=2026-03-01&previousEndDate=2026-04-01&roomType=todos&paymentMethod=todos&groupBy=month&periodo=mes | 344ms | 500
2026-05-01T00:37:55.159Z | GET /api/admin/financeiro/dashboard?startDate=2026-04-01&endDate=2026-05-01&status=todos&metodo=todos | 1147ms | 304
2026-05-01T00:37:55.269Z | GET /api/admin/financeiro/dashboard?startDate=2026-04-01&endDate=2026-05-01&status=todos&metodo=todos | 107ms | 304
2026-05-01T00:38:01.098Z | GET /api/admin/relatorios/receita?startDate=2026-04-01&endDate=2026-05-01&previousStartDate=2026-03-01&previousEndDate=2026-04-01&roomType=todos&paymentMethod=todos&groupBy=month&periodo=mes | 66ms | 500
2026-05-01T00:38:01.136Z | GET /api/admin/relatorios/receita?startDate=2026-04-01&endDate=2026-05-01&previousStartDate=2026-03-01&previousEndDate=2026-04-01&roomType=todos&paymentMethod=todos&groupBy=month&periodo=mes | 104ms | 500
2026-05-01T00:38:01.866Z | GET /api/admin/logs | 99ms | 200
2026-05-01T00:38:01.914Z | GET /api/admin/logs | 45ms | 304
2026-05-01T00:38:02.264Z | GET /api/admin/utilizadores?page=1&limit=10 | 12ms | 304
2026-05-01T00:38:02.278Z | GET /api/admin/utilizadores?page=1&limit=10 | 10ms | 304
2026-05-01T00:38:02.719Z | GET /api/admin/reservas?page=1&limit=10 | 38ms | 304
2026-05-01T00:38:02.730Z | GET /api/admin/reservas?page=1&limit=10 | 9ms | 304
2026-05-01T00:38:03.929Z | GET /api/admin/logs | 12ms | 304
2026-05-01T00:38:03.947Z | GET /api/admin/logs | 11ms | 304
2026-05-01T00:38:05.698Z | GET /api/admin/utilizadores?page=1&limit=10 | 9ms | 304
